1before|2after|3weight
（エレメンタルジェレイド）Forever...|（機動戦士ガンダムSEED DESTINY）ignited-イグナイテッド-|1
（機動戦士ガンダムSEED DESTINY）ignited-イグナイテッド-|（創聖のアクエリオン）創聖のアクエリオン|1
（創聖のアクエリオン）創聖のアクエリオン|end|1
start|（テニミュ）あいつこそがテニスの王子様|1
（テニミュ）あいつこそがテニスの王子様|（ジョジョ）ジョジョ その血の記憶～end of THE WORLD～|1
（ジョジョ）ジョジョ その血の記憶～end of THE WORLD～|（NARUTO疾風伝）Hero's Come Back!!|1
（NARUTO疾風伝）Hero's Come Back!!|（アベノ橋魔法☆商店街）Treat or Goblins|1
（アベノ橋魔法☆商店街）Treat or Goblins|（焼きたて！！ジャぱん）To All Tha Dreamers|1
（焼きたて！！ジャぱん）To All Tha Dreamers|（超訳百人一首 うた恋い。）Singin' My Lu|1
（超訳百人一首 うた恋い。）Singin' My Lu|（ふしぎ遊戯 ）ときめきの導火線|1
（ふしぎ遊戯 ）ときめきの導火線|（仙界伝封神演義）WILL|1
（仙界伝封神演義）WILL|（BLEACH）＊～アスタリスク～|1
（BLEACH）＊～アスタリスク～|（コードギアス）COLORS|1
（コードギアス）COLORS|（イナズマイレブン）流星ボーイ|1
（イナズマイレブン）流星ボーイ|（ボボボーボボーボボ）バカサバイバー|1
（ボボボーボボーボボ）バカサバイバー|（デスパレード）Flyers (アニメ“デス・パレード”オープニングテーマ(short ver.))|1
（デスパレード）Flyers (アニメ“デス・パレード”オープニングテーマ(short ver.))|（鋼の錬金術師）READY STEADY GO|1
（鋼の錬金術師）READY STEADY GO|（スクライド）Reckless fire|1
（スクライド）Reckless fire|（蒼穹のファフナー）Shangri-La |1
（蒼穹のファフナー）Shangri-La |（アルドノア・ゼロ）heavenly blue|1
（アルドノア・ゼロ）heavenly blue|（デュラララ！！×2 承）HEADHUNT|1
（デュラララ！！×2 承）HEADHUNT|（DRKERTHANBLACK）HOWLING|1
（DRKERTHANBLACK）HOWLING|（桜蘭高校ホスト部）桜キッス|1
（桜蘭高校ホスト部）桜キッス|（黒子のバスケ）カタルリズム|1
（黒子のバスケ）カタルリズム|（ペルソナ4）Reach Out To The Truth|1
（ペルソナ4）Reach Out To The Truth|（NANA）LUCY|1
（NANA）LUCY|（BECK）HIT IN THE USA|1
（BECK）HIT IN THE USA|（美男高校地球防衛部LOVE！）絶対無敵☆Fallin'LOVE☆|1
（美男高校地球防衛部LOVE！）絶対無敵☆Fallin'LOVE☆|end|1
start|（ソウルイーター）爆走夢歌|1
（ソウルイーター）爆走夢歌|（RAVE）Butterfly Kiss|1
（RAVE）Butterfly Kiss|（薄桜鬼 ）十六夜涙|1
（薄桜鬼 ）十六夜涙|（るろうに剣心）1/2|1
（るろうに剣心）1/2|（銀魂）ウォーアイニー|1
（銀魂）ウォーアイニー|（NARUTO）GO!!!|1
（NARUTO）GO!!!|（ジャングルはいつもハレのちグゥ）Love☆トロピカ～ナ|1
（ジャングルはいつもハレのちグゥ）Love☆トロピカ～ナ|（ふたりはプリキュアスプラッシュスター）ガンバランスdeダンス|1
（ふたりはプリキュアスプラッシュスター）ガンバランスdeダンス|（キルラキル）新世界交響楽|1
（キルラキル）新世界交響楽|（僕は友達が少ない）Be My Friend|1
（僕は友達が少ない）Be My Friend|（パパの言うことを聞きなさい）Happy Girl|1
（パパの言うことを聞きなさい）Happy Girl|（耳をすませば）カントリー・ロード|1
（耳をすませば）カントリー・ロード|（初音ミク）Tell Your World|1
（初音ミク）Tell Your World|（機動戦士ガンダムSEED）Believe|1
（機動戦士ガンダムSEED）Believe|（シドニアの騎士）シドニア|1
（シドニアの騎士）シドニア|（RAIL WARS！）OVERDRIVER|1
（RAIL WARS！）OVERDRIVER|（創聖のアクエリオン）創聖のアクエリオン|1
（創聖のアクエリオン）創聖のアクエリオン|（人類は衰退しました）ユメのなかノわたしのユメ|1
（人類は衰退しました）ユメのなかノわたしのユメ|（まおゆう魔王勇者）向かい風|1
（まおゆう魔王勇者）向かい風|（コードギアス）O2|1
（コードギアス）O2|（キルラキル）シリウス|1
（キルラキル）シリウス|（Wake Up, Girls!）7 Girls War|1
（Wake Up, Girls!）7 Girls War|（アイドルマスター シンデレラガールズ）Star！！|1
（アイドルマスター シンデレラガールズ）Star！！|（スラムダンク）君が好きだと叫びたい [Slam Dunk OP1]|1
（スラムダンク）君が好きだと叫びたい [Slam Dunk OP1]|（彼女がフラグをおられたら）クピドゥレビュー|1
（彼女がフラグをおられたら）クピドゥレビュー|（イナズマイレブン）流星ボーイ|1
（イナズマイレブン）流星ボーイ|（らき☆すた）もってけ！セーラーふく|1
（らき☆すた）もってけ！セーラーふく|（創聖のアクエリオン）創聖のアクエリオン|1
（創聖のアクエリオン）創聖のアクエリオン|（忍たま乱太郎）待ったなんてなしっ!|1
（忍たま乱太郎）待ったなんてなしっ!|（DRKERTHANBLACK）HOWLING|1
（DRKERTHANBLACK）HOWLING|end|1
start|（おかあさんといっしょ）あ・い・うー (指導入り)　体操|1
（おかあさんといっしょ）あ・い・うー (指導入り)　体操|（おジャ魔女どれみ）おジャ魔女カーニバル!!|1
（おジャ魔女どれみ）おジャ魔女カーニバル!!|（ロザリオとバンパイアCAPU2）DISCOTHEQUE|1
（ロザリオとバンパイアCAPU2）DISCOTHEQUE|（繰繰れ！コックリさん）Welcome！！DISCOけもけもけ|1
（繰繰れ！コックリさん）Welcome！！DISCOけもけもけ|（妖怪ウォッチ）祭り囃子でゲラゲラポー|1
（妖怪ウォッチ）祭り囃子でゲラゲラポー|（とっとこハム太郎）ハム太郎とっとこうた|1
（とっとこハム太郎）ハム太郎とっとこうた|（ちびまる子ちゃん）おどるポンポコリン|1
（ちびまる子ちゃん）おどるポンポコリン|（忍たま）勇気100%|1
（忍たま）勇気100%|（団地ともお）団地でDAN! RAN!|1
（団地ともお）団地でDAN! RAN!|（銀の匙 ）オトノナルホウヘ→|1
（銀の匙 ）オトノナルホウヘ→|（おじゃる丸）プリン賛歌|1
（おじゃる丸）プリン賛歌|（アリスSOS）S・O・S (ロングバージョン)|1
（アリスSOS）S・O・S (ロングバージョン)|（キン肉マン）カンフー ファイター (ラーメンマンのテーマ)|1
（キン肉マン）カンフー ファイター (ラーメンマンのテーマ)|（獣神ライガー）怒りの獣神|1
（獣神ライガー）怒りの獣神|（勇者王ガオガイガー）勇者王誕生!|1
（勇者王ガオガイガー）勇者王誕生!|（デジモンアドベンチャー）Butter-Fly|1
（デジモンアドベンチャー）Butter-Fly|（ONEPIECE）ウィーゴー!|1
（ONEPIECE）ウィーゴー!|（機動戦士Vガンダム）STAND UP TO THE VICTORY ～トゥ・ザ・ヴィクトリー～|1
（機動戦士Vガンダム）STAND UP TO THE VICTORY ～トゥ・ザ・ヴィクトリー～|（マクロス7）突撃ラブハート|1
（マクロス7）突撃ラブハート|（聖闘士星矢 ）ペガサス幻想 (ver. Ω)|1
（聖闘士星矢 ）ペガサス幻想 (ver. Ω)|（ジョジョ）STAND PROUD|1
（ジョジョ）STAND PROUD|（けいおん！）No,Thank You!|1
（けいおん！）No,Thank You!|（ログホライズン）database feat.TAKUMA（10-FEET）|1
（ログホライズン）database feat.TAKUMA（10-FEET）|（DEATH NOTE）絶望ビリー|1
（DEATH NOTE）絶望ビリー|（健全ロボ ダイミダラー）健全ロボ ダイミダラー|1
（健全ロボ ダイミダラー）健全ロボ ダイミダラー|（ピンポン）唯一人|1
（ピンポン）唯一人|（武装練金）真赤な誓い|1
（武装練金）真赤な誓い|（革命機ヴァルヴレイヴ）革命デュアリズム|1
（革命機ヴァルヴレイヴ）革命デュアリズム|（TIGER&BUNNY）オリオンをなぞる|1
（TIGER&BUNNY）オリオンをなぞる|（TIGER&BUNNY）リニアブルーを聴きながら|1
（TIGER&BUNNY）リニアブルーを聴きながら|（夜桜四重奏-ハナノウタ-）桜のあと(all quartets lead to the?)|1
（夜桜四重奏-ハナノウタ-）桜のあと(all quartets lead to the?)|end|1
start|（進撃の巨人）紅蓮の弓矢 (TV Size)|1
（進撃の巨人）紅蓮の弓矢 (TV Size)|（魔法少女まどかマギカ）コネクト|1
（魔法少女まどかマギカ）コネクト|（けいおん！）Listen!!|1
（けいおん！）Listen!!|（変態王子と笑わない猫）Baby Sweet Berry Love|1
（変態王子と笑わない猫）Baby Sweet Berry Love|（ドキドキプリキュア）Happy Go Lucky! ドキドキ!プリキュア|1
（ドキドキプリキュア）Happy Go Lucky! ドキドキ!プリキュア|（じょしらく）ニッポン笑顔百景|1
（じょしらく）ニッポン笑顔百景|（ボカロ）千本桜|1
（ボカロ）千本桜|（機巧少女は傷つかない）回レ！雪月花|1
（機巧少女は傷つかない）回レ！雪月花|LA・LA・LA LOVE SONG(with Naomi Campbell)|1
LA・LA・LA LOVE SONG(with Naomi Campbell)|（銀の匙）LIFE|1
（銀の匙）LIFE|（ポンキッキーズ）さあ冒険だ|1
（ポンキッキーズ）さあ冒険だ|（まもって守護月天！）さぁ|1
（まもって守護月天！）さぁ|（名探偵コナン）謎|1
（名探偵コナン）謎|（ダンガンロンパ）Never Say Never|1
（ダンガンロンパ）Never Say Never|（ガッチャマンクラウズ）Gotchaman~In the name of Love|1
（ガッチャマンクラウズ）Gotchaman~In the name of Love|（Devil Survivor 2）Take Your Way|1
（Devil Survivor 2）Take Your Way|（俺の妹がこんなに可愛いわけがない）Reunion|1
（俺の妹がこんなに可愛いわけがない）Reunion|（ニセコイ）CLICK|1
（ニセコイ）CLICK|（ミスモノクローム）ポーカーフェイス|1
（ミスモノクローム）ポーカーフェイス|（超次元ゲイム ネプテューヌ）ネプテューヌ☆サガして|1
（超次元ゲイム ネプテューヌ）ネプテューヌ☆サガして|（わたモテ）どう考えても私は悪くない|1
（わたモテ）どう考えても私は悪くない|（生徒会役員共＊）花咲く☆最強レジェンドDays|1
（生徒会役員共＊）花咲く☆最強レジェンドDays|（GJ部）もうそう★こうかんにっき|1
（GJ部）もうそう★こうかんにっき|（忍たま）勇気100%|1
（忍たま）勇気100%|（忍たま）0点チャンピオン|1
（忍たま）0点チャンピオン|（東方）Bad Apple!!|1
（東方）Bad Apple!!|（生徒会役員共＊）花咲く☆最強レジェンドDays|1
（生徒会役員共＊）花咲く☆最強レジェンドDays|（GJ部）もうそう★こうかんにっき|1
（GJ部）もうそう★こうかんにっき|end|1
start|（ちっちゃな雪使いシュガー）Sugar Baby Love|1
（ちっちゃな雪使いシュガー）Sugar Baby Love|（とらドラ！）silky heart|1
（とらドラ！）silky heart|（俺の妹がこんなに可愛いわけがない）Irony|1
（俺の妹がこんなに可愛いわけがない）Irony|（アオハライド）世界は恋に落ちている|1
（アオハライド）世界は恋に落ちている|（スラムダンク）君が好きだと叫びたい [Slam Dunk OP1]|1
（スラムダンク）君が好きだと叫びたい [Slam Dunk OP1]|（デジモンテイマーズ）The Biggest Dreamer|1
（デジモンテイマーズ）The Biggest Dreamer|（NARUTO）GO!!!|1
（NARUTO）GO!!!|（スクールランブル）スクランブル|1
（スクールランブル）スクランブル|（彼女がフラグをおられたら）クピドゥレビュー|1
（彼女がフラグをおられたら）クピドゥレビュー|（プリティーリズム）パンピナッ!|1
（プリティーリズム）パンピナッ!|（機動戦士ガンダムSEED）INVOKE－インヴォーク－|1
（機動戦士ガンダムSEED）INVOKE－インヴォーク－|（スクライド）Reckless fire|1
（スクライド）Reckless fire|（シドニアの騎士）シドニア|1
（シドニアの騎士）シドニア|（テラフォーマーズ）AMAZING BREAK|1
（テラフォーマーズ）AMAZING BREAK|（エアマスター）Rolling1000toon|1
（エアマスター）Rolling1000toon|（ミチコ&ハッチン）Paraiso|1
（ミチコ&ハッチン）Paraiso|（ボカロ）脳漿炸裂ガール|1
（ボカロ）脳漿炸裂ガール|（機巧少女は傷つかない）回レ！雪月花|1
（機巧少女は傷つかない）回レ！雪月花|end|1
start|（てーきゅう）メニメニマニマニ|1
（てーきゅう）メニメニマニマニ|（走れマキバオー）走れマキバオー |1
（走れマキバオー）走れマキバオー |（バカとテストと召喚獣 ）バカ・ゴー・ホーム|1
（バカとテストと召喚獣 ）バカ・ゴー・ホーム|（じょしらく）ニッポン笑顔百景|1
（じょしらく）ニッポン笑顔百景|（ボカロ）千本桜|1
（ボカロ）千本桜|（刀語）拍手喝采歌合|1
（刀語）拍手喝采歌合|（ハナヤマタ）花ハ踊レヤいろはにほ|1
（ハナヤマタ）花ハ踊レヤいろはにほ|（けいおん！）Cagayake！GIRLS|1
（けいおん！）Cagayake！GIRLS|（スマイルプリキュア）イェイ! イェイ! イェイ! |1
（スマイルプリキュア）イェイ! イェイ! イェイ! |（ロウきゅーぶSS）Rolling! Roling!|1
（ロウきゅーぶSS）Rolling! Roling!|（ゆるゆり）いぇす！ゆゆゆ☆ゆるゆり♪♪|1
（ゆるゆり）いぇす！ゆゆゆ☆ゆるゆり♪♪|（さばげぶっ!）ぴてぃぱてぃサバイバード|1
（さばげぶっ!）ぴてぃぱてぃサバイバード|（GANTZ）Super Shooter|1
（GANTZ）Super Shooter|（ハッチポッチ）ハッチポッチファミリー ＜フルサイズ＞|1
（ハッチポッチ）ハッチポッチファミリー ＜フルサイズ＞|（銀の匙）LIFE|1
（銀の匙）LIFE|（きんいろモザイク）Your Voice|1
（きんいろモザイク）Your Voice|（ドラえもん）ドラえもんのうた|1
（ドラえもん）ドラえもんのうた|（ダンガンロンパ）Never Say Never|1
（ダンガンロンパ）Never Say Never|（ジョジョ）BLOODY STREAM|1
（ジョジョ）BLOODY STREAM|（バッカーノ!）Gun's & Roses|1
（バッカーノ!）Gun's & Roses|（月刊少女野崎くん）君じゃなきゃダメみたい|1
（月刊少女野崎くん）君じゃなきゃダメみたい|（スクールランブル）スクランブル|1
（スクールランブル）スクランブル|（ちびまる子ちゃん）おどるポンポコリン|1
（ちびまる子ちゃん）おどるポンポコリン|（ちびまる子ちゃん）おどるポンポコリン|1
（ちびまる子ちゃん）おどるポンポコリン|end|1
start|（幕末義人伝 浪漫）RanTiKi|1
（幕末義人伝 浪漫）RanTiKi|（ナジカ電撃作戦）Body & Mind|1
（ナジカ電撃作戦）Body & Mind|（アイカツ）Thrilling Dream|1
（アイカツ）Thrilling Dream|（ぜんまいざむらい）ぜんまいざむらいのうた|1
（ぜんまいざむらい）ぜんまいざむらいのうた|（ハッチポッチ）ハッチポッチファミリー ＜フルサイズ＞|1
（ハッチポッチ）ハッチポッチファミリー ＜フルサイズ＞|（ビーストウォース超生命体トランスフォーマー゙）War War! Stop It|1
（ビーストウォース超生命体トランスフォーマー゙）War War! Stop It|（攻殻機動隊）GET9|1
（攻殻機動隊）GET9|（xxxHOLiC◆継）NOBODY KNOWS|1
（xxxHOLiC◆継）NOBODY KNOWS|（六畳間の侵略者！？）恋はみるくてぃ|1
（六畳間の侵略者！？）恋はみるくてぃ|（スペースダンディ）X次元へようこそ|1
（スペースダンディ）X次元へようこそ|（妖怪ウォッチ）ゲラゲラポーのうた|1
（妖怪ウォッチ）ゲラゲラポーのうた|（ポケモン）めざせポケモンマスター|1
（ポケモン）めざせポケモンマスター|（こち亀）ナイスな心意気|1
（こち亀）ナイスな心意気|（パラッパラッパー） LOVE TOGETHER |1
（パラッパラッパー） LOVE TOGETHER |（スイートプリキュア）ワンダフル↑パワフル↑ミュージック！|1
（スイートプリキュア）ワンダフル↑パワフル↑ミュージック！|（月刊少女野崎くん）君じゃなきゃダメみたい|1
（月刊少女野崎くん）君じゃなきゃダメみたい|（ボボボーボボーボボ）バカサバイバー|1
（ボボボーボボーボボ）バカサバイバー|（マクロスF）愛・おぼえていますか ～bless the little queen～|1
（マクロスF）愛・おぼえていますか ～bless the little queen～|（極黒のブリュンヒルデ）BRYNHILDR IN THE DARKNESS -Ver.EJECTED-|1
（極黒のブリュンヒルデ）BRYNHILDR IN THE DARKNESS -Ver.EJECTED-|（シドニアの騎士）シドニア|1
（シドニアの騎士）シドニア|（戦姫絶唱シンフォギア） Synchrogazer|1
（戦姫絶唱シンフォギア） Synchrogazer|（アクエリオンEVOL）君の神話～アクエリオン第二章|1
（アクエリオンEVOL）君の神話～アクエリオン第二章|（マクロスF）射手座☆午後九時Don't be late|1
（マクロスF）射手座☆午後九時Don't be late|（聖闘士星矢 ）ペガサス幻想 (ver. Ω)|1
（聖闘士星矢 ）ペガサス幻想 (ver. Ω)|（ジョジョ）STAND PROUD|1
（ジョジョ）STAND PROUD|（CCさくら）プラチナ|1
（CCさくら）プラチナ|（サクラ大戦3）御旗のもとに|1
（サクラ大戦3）御旗のもとに|（美少女戦士セーラームーン）ムーンライト伝説|1
（美少女戦士セーラームーン）ムーンライト伝説|（アンパンマン）勇気りんりん|1
（アンパンマン）勇気りんりん|（ガッチャマンクラウズ）Gotchaman~In the name of Love|1
（ガッチャマンクラウズ）Gotchaman~In the name of Love|（エヴァ）集結の園へ|1
（エヴァ）集結の園へ|（忍たま）勇気100%|1
（忍たま）勇気100%|（団地ともお）団地でDAN! RAN!|1
（団地ともお）団地でDAN! RAN!|（ちびまる子ちゃん）おどるポンポコリン|1
（ちびまる子ちゃん）おどるポンポコリン|（ちびまる子ちゃん）おどるポンポコリン|1
（ちびまる子ちゃん）おどるポンポコリン|end|1
start|（崖の上のポニョ）崖の上のポニョ|1
（崖の上のポニョ）崖の上のポニョ|（凪のあすから）lull ～そして僕らは～|1
（凪のあすから）lull ～そして僕らは～|（IDOLM@STER）M@STERPIECE|1
（IDOLM@STER）M@STERPIECE|（アンパンマン）勇気りんりん|1
（アンパンマン）勇気りんりん|（ガッチャマンクラウズ）Gotchaman~In the name of Love|1
（ガッチャマンクラウズ）Gotchaman~In the name of Love|（機動戦士ガンダムSEED）Realize|1
（機動戦士ガンダムSEED）Realize|（ミスモノクローム）ポーカーフェイス|1
（ミスモノクローム）ポーカーフェイス|（美少女戦士セーラームーンR）乙女のポリシー|1
（美少女戦士セーラームーンR）乙女のポリシー|（IDOLM@STER）乙女よ大志を抱け!! |1
（IDOLM@STER）乙女よ大志を抱け!! |（彼氏彼女の事情）夢の中へ |1
（彼氏彼女の事情）夢の中へ |（キルラキル）ごめんねいいコじゃいられない|1
（キルラキル）ごめんねいいコじゃいられない|（じょしらく）ニッポン笑顔百景|1
（じょしらく）ニッポン笑顔百景|（ボカロ）千本桜|1
（ボカロ）千本桜|（機巧少女は傷つかない）回レ！雪月花|1
（機巧少女は傷つかない）回レ！雪月花|（一休さん）とんちんかんちん一休さん|1
（一休さん）とんちんかんちん一休さん|（ちびまる子ちゃん）じゃがバタコーンさん|1
（ちびまる子ちゃん）じゃがバタコーンさん|（クレヨンしんちゃん）オラはにんきもの|1
（クレヨンしんちゃん）オラはにんきもの|（鋼鉄ジーグ）鋼鉄ジーグのうた|1
（鋼鉄ジーグ）鋼鉄ジーグのうた|（グレートマジンガー）おれはグレートマジンガー|1
（グレートマジンガー）おれはグレートマジンガー|（マジンガーZ）マジンガーZ|1
（マジンガーZ）マジンガーZ|（ロボットガールズZ）ロボットガールズZ|1
（ロボットガールズZ）ロボットガールズZ|（GANTZ）Super Shooter|1
（GANTZ）Super Shooter|（エヴァ）魂のルフラン|1
（エヴァ）魂のルフラン|（セイバーマリオネットJ）Successful Mission|1
（セイバーマリオネットJ）Successful Mission|（スレイヤーズNEXT）Give a reason|1
（スレイヤーズNEXT）Give a reason|（サクラ大戦）檄!帝国華撃団|1
（サクラ大戦）檄!帝国華撃団|（大正野球娘）浪漫ちっくストライク。|1
（大正野球娘）浪漫ちっくストライク。|（キルラキル）新世界交響楽|1
（キルラキル）新世界交響楽|（銀河鉄道999）銀河鉄道999|1
（銀河鉄道999）銀河鉄道999|（忍たま）勇気100%|1
（忍たま）勇気100%|end|1
start|（ルパン三世 カリオストロの城）炎のたからもの |1
（ルパン三世 カリオストロの城）炎のたからもの |（銀河英雄伝説）SKIES OF LOVE|1
（銀河英雄伝説）SKIES OF LOVE|（超時空要塞マクロス）マクロス|1
（超時空要塞マクロス）マクロス|（カウボーイビバップ）Bindy|1
（カウボーイビバップ）Bindy|（波打際のむろみさん）七つの海よりキミの海|1
（波打際のむろみさん）七つの海よりキミの海|（カウボーイビバップ）Bad Dog No Biscuits|1
（カウボーイビバップ）Bad Dog No Biscuits|（ダーティペア）ロ・ロ・ロ・ロシアン・ルーレット|1
（ダーティペア）ロ・ロ・ロ・ロシアン・ルーレット|（人類は衰退しました）ユメのなかノわたしのユメ|1
（人類は衰退しました）ユメのなかノわたしのユメ|（天空のエスカフローネ）約束はいらない|1
（天空のエスカフローネ）約束はいらない|（ロードス島戦記）奇跡の海|1
（ロードス島戦記）奇跡の海|（攻殻機動隊）謡III - Reincarnation|1
（攻殻機動隊）謡III - Reincarnation|（パプリカ）パレード|1
（パプリカ）パレード|（囮物語）もうそう♥えくすぷれす|1
（囮物語）もうそう♥えくすぷれす|（妖怪人間ベム）妖怪人間ベム|1
（妖怪人間ベム）妖怪人間ベム|（探偵少年カゲマン）光と影の小夜曲 ～カゲマンのテーマ|1
（探偵少年カゲマン）光と影の小夜曲 ～カゲマンのテーマ|（宇宙船サジタリウス）スターダストボーイズ|1
（宇宙船サジタリウス）スターダストボーイズ|（モンタナジョーンズ）冒険者たち|1
（モンタナジョーンズ）冒険者たち|（攻殻機動隊）GET9|1
（攻殻機動隊）GET9|（最終兵器彼女）恋スル気持チ|1
（最終兵器彼女）恋スル気持チ|（アベノ橋魔法☆商店街）Treat or Goblins|1
（アベノ橋魔法☆商店街）Treat or Goblins|（焼きたて！！ジャぱん）To All Tha Dreamers|1
（焼きたて！！ジャぱん）To All Tha Dreamers|（スペース☆ダンディ）スペース☆ダンディ|1
（スペース☆ダンディ）スペース☆ダンディ|（ME!ME!ME!）ME!ME!ME! feat. daoko_pt.1|1
